,Message,Label,Language
295,tum nakit ihtiyaclariniz alisverislerinizde kullanabileceginiz 2500 tl kredili mevduat hesabiniz hazir. 13/08/2015'e kadar yakin subemize bekliyoruz.iletisim tercihlerinizi degistirmek icin paramatikler 0850 222 0 333,1,tr
296,eta mah data dokter keseluruhan. maksud urg teh si pasien teh aya meren pariksa ku dokter saha.,0,id
297,dagi'de son yaz kampanyasi !!! tum sezon konfeksiyon urunlerinde net %50 indirim bugun baslamistir. (sms almak istemiyorsaniz ret yazip 3370'e gonderiniz),1,tr
298,hocam teşekkür ederim. acil şifalar diliyorum size. eşinize selamlar,0,tr
299,tamam ayarlıyorum,0,tr
300,hi here. birth 8lb 7oz. mother baby brilliantly.,0,en
301,"haha heard that, text around",0,en
302,shhhhh nobody supposed know!,0,en
303,paraf tatilbudurcomda yapacaginiz 1500tl uzeri taksitli ilk isleminize tam 150 tl indirim detaylar URL TOKEN urlparafcardcomtr aa,1,tr
304,salam jepret karet gelang. hihip,0,id
305,ohooo coktan unuttum bile??,0,tr
306,never believe actually got taunton. wow,0,en
307,"ya ok, dinner?",0,en
308,"i'll text carlos let know, hang",0,en
309,wat late still early mah. juz go 4 dinner lor. aiya dunno...,0,en
310,'hex' place talk of? explain!,0,en
311,.sambl nunggu itu.. gimana kalo ngerjain form formnya aja,0,id
312,benden başka yoktur zaten izleyen bişi olmaz :),0,tr
313,i'm going buy mum's present ar.,0,en
314,hey r watching movie tonight i'll prob b home early...,0,en
315,sansli gunler sizinle! kigili'da sadece 4 gun net %60 indirim+250 tl uzeri %20 hediye ceki firsati! son gun: 23 kasim,1,tr
316,"19-30 eylul tarihleri arasinda erkek kadin ( basics) tum camasirlarda 2. urune % 50 indirim. magazalarimiza bekler, mutlu bayramlar dileriz. size ozel tekliflerimizi almak istemiyorsaniz dagi yazip 3525'e gonderebilirsiniz. mersis no:8-9796-7846-57",1,tr
317,dün uğuru aramışlar oda beni aradı ben disardaydim onur burda mi vs dedi bende gelicek olmadi bi ara sor dedim tmm demisti unutmus heralde,0,tr
318,evet sonunda tatil işini hallettik. yaptınız?,0,tr
319,i̇yi günler mehmetin enistesiyim müsait olduğunuzda gorusebilirmiyiz,0,tr
320,ì© $140 ard...ìä rest ard $180 least...which ì© price 4 ì© 2 bedrm ($900),0,en
321,erken rezervasyonda son gün pazartesi 1000tl üzeri konaklamanizda 100tl indirim kodunuzbheb25 URL TOKEN googl n3axwq sms red icin bvl yaz 4609a ücretsiz gönder,1,tr
322,"sun cant come earth send luv rays. cloud cant come river send luv rain. cant come meet u, send care msg u. gud evng",0,en
323,nice line said broken heart- plz cum 1 times infront me... wise trust u... good 9t:),0,en
324,know called,0,en
325,happy new year princess!,0,en
326,credits topped URL TOKEN bubbletextcom renewal pin tgxxrz,1,en
327,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve...i already see net..no ticket available..i want book ticket tackle ..,0,en
328,call plz. number shows coveragd area. urgnt call vasai &amp; reach 4'o clock call plz,0,en
329,bilal laptopuda alırmsın?,0,tr
330,course. guess god's got hold right now.,0,en
331,"sir, need velusamy sir's date birth company bank facilities details.",0,en
332,tmm saol olursa ararim :),0,tr
333,"nama1 lg ngerjain tes ngoding upi net, kalo mo pake motornya boleh, tp motornya bgt",0,id
334,thanks temales wonderful. thank. great week.,0,en
335,she.s good. wondering wont say hi she.s smiling now. coping long distance,0,en
336,like dis sweater fr mango size already irritating.,0,en
337,internet min alamatnya dmn?,0,id
338,message..no responce..what happend?,0,en
339,prepare pounded every night...,0,en
340,please call customer service representative freephone 0808 145 4742 9am-11pm guaranteed å£1000 cash å£5000 prize!,1,en
341,gotta collect da car 6 lei.,0,en
342,somestr firsati side diamond beach resort hotelde hd kisi basi 4 gece 5 gun toplam 289tl 0-12 yas free 6 taksit rezervasyon 02429010703 www.oteldiamondbeach.com,1,tr
343,guys ada yg bermotor mau ngampus gak? temenin ambil foto laaah (unbearable),0,en
344,"think \what u got\"" think \""how use got\"" good ni8""",0,en
345,"ucretsiz 9ay taksitli nakitavansta %1,49 faiz icin son 3gun! 0011 biten kartinizda 28subata kadar gecerli firsati kacirmayin bonus.com.tr/3 bilgi:4440333",1,tr
346,win å£200 shopping spree every week starting now. 2 play text store 88039. skilgme. tscs08714740323 1winawk! age16 å£1.50perweeksub.,1,en
347,ben güzelim selamlar herkese,0,tr
348,ofcourse also upload songs,0,en
349,double eviction week - spiral michael good riddance them!,0,en
350,want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join uk's largest dogging network txting moan 69888nyt. ec2a. 31p.msg@150p,1,en
351,"14 subat'a kadar 100 usd uzeri yurtdisi harcamalarinizi 3 taksitle odemek icin dunya yazip yurticinden 3340'a, yurtdisindan +905327523340'a gonderin. sms ucreti odemeden kolayca katilmak icin bonusflas'i indirin! garanti.com.tr/bonus_flas",1,tr
352,"itû÷s reassuring, crazy world.",0,en
353,aliye iki kadro varmış diğeri hemşirelikmiş,0,tr
354,"mudo concept'te secili mobilya grubu urunlerinde %20 indirime ek tek odemeye %10 indirim devam ediyor, magazalarimiza mudo.com.tr'ye bekliyoruz. 4446836",1,tr
355,detayları anlatırım sana hafta içi görüşürüz,0,tr
356,yok yok bizimkiyle gidiyoruz almış biletleri unuttum sana söylemeyi pazar döncez;),0,tr
357,looking for?,0,en
358,tam izleyemedim sinemadayım baktığım kadarıyla güzel görünüyor,0,tr
359,açılıyormu?,0,tr
360,garanti poslarinda 100tl' lik isleme 10tl bonus! yilbasi kampanyasina henuz katilmadiysaniz 3340'a bosyok yazin kazanmaya baslayin!bilgi bonus.com.tr,1,tr
361,sen etkilesimle calismalara katiliyor musun hala toplanilara,0,tr
362,ugh wanna get bed. warm.,0,en
363,actual exam harder nbme,0,en
364,call number available appointment. ask connect call waheed fathima.,0,en
365,ucretsiz 3 taksit keyfi! 30 eylule kadar garanti bankasi kartlarinizla y.ici 75-10000 tl pesin harcamalara 3 taksit! harcamadan once ucretsiz yaz 3340a yolla! garanti.com.tr/3taksit,1,tr
366,paraf farkli gunde tek seferde 100 tl uzeri 5.gida marketi harcamaniza 50 tl parafpara! market yaz kart son 6 haneyi 3404e gonder!parafcard.com.tr,1,tr
367,umma. say anything,0,en
368,dertleri belli adamların kağıtlar veriyor millet,0,tr
369,"diger bankadaki ihtiyac kredinizi akbank'a tasiyin %0,99 faizli masrafsiz krediyi kacirmayin! 10bin tl 36 ayda sigorta dahil maliyet aylik %1,26 yillik %15,16",1,tr
370,know..he watching film computer..,0,en
371,2/2 146tf150p,1,en
372,attım şimdi (:,0,tr
373,u laugh really loud.. u talk spontaneously.. u dont care others feel.. u probably dear &amp; best friends.. goodevening dear..:),0,en
374,babe ! ? ? talking ? think ? good boy? missing me? love ?,0,en
375,"plenetcell cari agen u/jual pulsa all operator harga pulsa, p5=4500 p10=8500 p20=17rb info ketik:info kirim ke: 085280948777 hhb cs: 082328823345",1,id
376,hi kate evening? hope see tomorrow bit bloody babyjontet! txt back u can. :) xxx,0,en
377,haydi sahile! 180 parcali mobydick megasurf kamis makine olta seti kargo dahil sadece 79 tl. n11.com/olta,1,tr
378,gollercepteden gol 100mb tikla macini sec 5tlye 1gba kadar haftalik internet kazan bos yok haftalik 100mb garanti URL TOKEN gollerceptetv hergol100mb,1,tr
379,"bugün öyle arabayla geziyorduk rastgele bulduk, içine girmeye çalıştık kapalıydı",0,tr
380,alim güzelim benim,0,tr
381,oh gei. happend tron. maybe ill dl 3d,0,en
382,aksam eve gidip xbox one keyfi yasamak var garanti internet cep subesine girin xbox onei 300 tl indirimli alin son gun 13 nisan URL TOKEN googl n7rg4f,1,tr
383,paraf samsungda 7 taksit firsati detaylar URL TOKEN urlparafcardcomtr 81 sms iptal icin ret yazip 3404e gonderebilirsiniz mersis0456000468500132,1,tr
384,jokin lar... :-) depends phone father get lor...,0,en
385,first strike red one. bird + antelope begin toplay fieldof selfindependence believe + flower contention grow.random!,0,en
386,"know god created gap fingers..? that, one made comes &amp; fills gaps holding hand love..!",0,en
387,ben zaten 7den once gelemem tahminen 8,0,tr
388,yuksek kaliteli ses kablosuz ozgurluk sevgililer gunune ozel sennheiser rs160 kablosuz kulaklik 799 tl yerine 399 tl hemen tiklayin URL TOKEN bitly 1z3jlzt,1,tr
389,abicim herşey teşekkür ederim tamamdır hiçbir sıkıntı yok kayıt tamamlandı,0,tr
390,android uygulamamiz guncellendi yeni tasarimi kolay kullanimiyla mybilet mobil bilet almak simdi cok kolay indirmek icin URL TOKEN googl u0fleq,1,tr
391,"tonight? yeah, i'd",0,en
392,yeah imagine would really gentle. unlike docs treat patients like turkeys.,0,en
393,urgent important information 02 user today lucky day 2 find log onto URL TOKEN urawinnercom fantastic surprise awaiting,1,en
394,tuesday night r u 4 real,0,en
395,serkanla beyaz eşya alcaz bugün okul çıkışı sonrasında müsaitim ben kevserin dersi 18 30 bitiyormuş,0,tr
396,thankyou much call. appreciate care.,0,en
397,ondan sordum zaman geleceğini bilmiyordum ben ali geleckti normalde izin alamadı işten mecbur babam gelecek:/,0,tr
398,"mum, hope great day. hoping text meets well full life. great day. abiola",0,en
399,married local women looking discreet action now! 5 real matches instantly phone. text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,1,en
400,depends individual lor e hair dresser say pretty parents say look gong. u kaypoh.. also dunno wat collecting.,0,en
401,"true. passable. get high score apply phd, get 5years salary. makes life easier.",0,en
402,hard live 121 chat 60p/min. choose girl connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx,1,en
403,"mega prima tama promo discon 20-50% blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad laptop, camera, dll info www.megaprimatama.com pin bb 2a9ea404",1,en
404,oh k :)why got job whats up?,0,en
405,happened yo date?,0,en
406,come over?,0,en
407,"turkcell hazirkart kalitesiyle 1gb internet, heryone 500dk 1000 sms ayda sadece 19tl! size ozel teklifimiz hakkinda detayli bilgi icin bilgi yazip,05327521111 e gonderin,sizi arayalim",1,tr
408,bas agirlikli net ses sennheiser px30 kulakustu kulaklik simdi 5990 tl yerine 3990 tl hemen tiklayin URL TOKEN bitly 1gaypkx,1,tr
409,supposed meet discuss abt trip... thought xuhui told you? afternoon. thought go lesson,0,en
410,"maaf, memiliki bonus kuota++. dapatkan bonus kuota++ 2gb toko terdekat, berlaku jawa timur, bali lombok",1,id
411,"japanese proverb: one it, u it, none it,u must indian version: one it, let it.. none it,leave it!! finally kerala version: one it, stop it.. none it, make strike ...",0,en
412,"mugla dominos'dan dev kampanya... gel-al servisinde 3 adet orta boy bol malzemos sadece 34,90tl 0252 212 55 00",1,tr
413,slept? thinkthis time ( &lt;#&gt; pm) dangerous,0,en
414,urgent 2nd attempt contact u. å£900 prize yesterday still awaiting collection. claim call 09061702893,1,en
415,hemen atacağım sana çıkar çıkmaz,0,tr
416,come n pick ì_ up... come immediately aft ur lesson...,0,en
417,"bonus amex ekstra 15tl bonus kazandiriyor! 17 haziran-15 temmuz arasinda toplam 350tl harcayin, 15tl bonus kazanin! 3340'a begen yazin, gonderin bonus.com.tr/v4 iletisim tercihlerinizi degistirmek icin: paramatikler 0850 222 0 333",1,tr
418,"vodafone yurtdisinda turkiyedeki rahatca konusun, mesajlasin, internete girin! gunluk pasaport bulundugunuz ulkede gunde sadece 9,9 tlye 30 dakika, 30 sms 30 mb internete sahip olmak icin hemen gunluk yazip 7000'e gonderin.",1,tr
419,u better go sleep.. dun disturb u liao.. u wake msg lor..,0,en
420,"zaman hizla geciyor, cocuklar goz acip kapayincaya kadar buyuyor. guzel karne hediyesi icin hemen bir garantili gelecek hesabi actirin, onlarin gelecegi icin bugunden biriktirmeye baslayin. ustelik akilli kumbarasi hediye!",1,tr
421,yazicinizin kartus toner ihtiyaclarinda bize ulasabilirsiniz. turkiyenin yerine kargo gonderim imkanimiz vardir. cagri merkezimiz 0850 302 88 75,1,tr
422,tum pijamlarda net %50 indirim kampanyasi bugun baslamistir. keyifli alisverisler dileriz. (bu mesaji almak istemiyorsaniz red yaz 3347 sms gonder),1,tr
423,"money dostu, oneri kacmaz! money bonus kartin tum ramazan kolilerinde %10 indirim, 11-24 haziran migros tansasta! bilgi: 4441044.sms almak istemiyorsan iptal yaz 7447ye ucretsiz gonder",1,tr
424,yersin zaman. inşallah,0,tr
425,let know got money carlos make call,0,en
426,sunshine quiz! win super sony dvd recorder canname capital australia? text mquiz 82277. b,1,en
427,"net %70 indirim sizinle! ustelik 4 gune ozel mont, kaban, yelek takim elbiselerde %70+%20 indirim! sansli urunleri kacirmayin! son gun: 24 ocak magazalar & m.kigili.com bilgi: 0800 261 1938. cikmak icin kgl yazip 2454'e gonderebilirsiniz.",1,tr
428,free unlimited hardcore porn direct 2 mobile txt porn 69200 & get free access 24 hrs chrgd@50p per day txt stop 2exit. msg free,1,en
429,"stop wondering \wow ever going stop tm'ing ?!\"" tm whenever want mine ... *laughs*""",0,en
430,"forum mudo city'de unlu mudo indirimi tum giyim, aksesuar secili mudo concept urunlerinde basladi! mudo'da yilbasi heyecanini kacirmayin!",1,tr
431,yes think so. office lap room think thats last days. didnt shut,0,en
432,"ligtv'den super firsat!simdi taraftar mac paketi 03 agustosa kadar ayda sadece 29,99tl+ kurulum bedava+3 ay sporextra+yetiskin hediye mushiz:02129451025",1,tr
433,"paket bronet 24jam 15mb 1hr aktif. nikmati 15mb berlaku 00-23.59 aktif s.d 28-08-2016. promo axis lainnya, telp *123#. info838",1,id
434,"vadeli altininiza iki kat faiz garanti'den! 31 temmuz'a kadar internet subesi'nden vadeli altin hesabi acin, standart faizin iki kati olan kampanya faizinden yararlanin!",1,tr
435,every day use sleep &lt;#&gt; only.,0,en
436,carrefoursa kart sepetiniz tl puanla dolsun! 12-13 aralik'ta secili urunlerde 200tl'ye varan puan firsati!,1,tr
437,evde yokken degerli esyalariniz guvende olsun. is bankasi kiralik kasalarinda size ozel yaz kampanyasiyla %45'e varan indirim!bilgi: dilek demir mugla sb 0252 214 1297 www.isbank.com.tr/?issp=k9 - iletisim tercihlerinizi degistirmek icin:internet subesi 08507240724,1,tr
438,pass dis ur contacts n see wat u get! red;i'm luv wid u. blue;u put smile face. purple;u r realy hot. pink;u r swt. orange;i thnk lyk u. green;i realy wana go wid u. yelow;i wnt u bck. black;i'm jealous u. brown;i miss nw plz giv one color,0,en
439,"iû÷ve got salt, rub open wounds like!",0,en
440,gelecek misin?,0,tr
441,vakifbankin 61. kurulus yildonumunde sizlere ozel masrafsiz konut kredisi. bilgi icin www.saripanjur.com.tr - 444 5 724 tum subelerimiz,1,tr
442,hi..i got money da:),0,en
443,"hemen hediye itiraf yaz mesaji cevapla, birbirinden ilginc gulduren dusunduren itiraflar 10 gun boyunca ucretsiz cebine gelsin.tanitim mesaji almamak icin red yazip 9226'ya gonderin.",1,tr
444,ucretsiz kesif hizmetimizle malzeme iscilik dahil ev isyerlerinizi 999tl ye boyuyoruz. 444 72 91 bizimboyaci.com smsiptal:08506110290,1,tr
445,december only! mobile 11mths+? entitled update latest colour camera mobile free! call mobile update vco free 08002986906,1,en
446,rather prominent bite mark right cheek,0,en
447,no. multimedia message e-mail?,0,en
448,"şimdi geldi, duşa girip çıkıyor hemen",0,tr
449,14 subat indiriminde son 3 gun!! harbiye askeri muze outlet hediyelik esya fuarina degerli musterilerimizi bekleriz eurodiamond pirlantanin isiltili dunyasi,1,tr
450,need get up. now.,0,en
451,ses nasil geliyor,0,tr
452,hi di yijue we're meeting 7 pm esaplanade tonight.,0,en
453,"enjoy showers possessiveness poured u ur loved ones, bcoz world lies, golden gift loved truly..",0,en
454,yurt disi tur seyatlerinizde gecerli üyemize özel 300tl bavulcom indirim kodunuz a57pmw son kullanim günü 30 nisan URL TOKEN googl xkxokm,1,tr
455,correct. work today,0,en
456,men like shorter ladies. gaze eyes.,0,en
457,vizeler başladı bitmek üzere burda,0,tr
458,"money dostu, tek seferde 15tl'lik bal, recel, tahin, pekmez, helva, krem cikolata, ezme urunu alisverisine 3 money hediye! 20 kasim-3 aralik migros tansasta",1,tr
459,kuliahnya sekarang. sp kuliah yg praktikum.,0,id
460,kemal merhaba,0,en
461,kuzum yok yok sinemadan çıktık şimdi pazara uğrucaz buluşalım,0,tr
462,yup...,0,en
463,ben bugün kestim evde bereket olsun :),0,tr
464,"total'de ayri gunlerde 3 75 tl uzeri harca, ekstra bonus kazan! son gun 15 subat!detayli bilgi: bonus.com.tr",1,tr
465,haberin var mi? linke tiklayan herkes yari fiyatina ev araba firsatlarindan aninda haberdar oluyor. sen tikla sen ogren. icrafirsatim.com/?id=ptk6m7dej5q8n mh:08508111712 listeden cikmak icin red yazip 9227'ye gonderin.,1,tr
466,"keep seeing weird shit bein \woah\"" realising actually reasonable i'm \""oh\""""",0,en
467,slm abi bizim kantinci mehmetin numarasi varsa gonderebilirmisin,0,tr
468,kampanya buyuk sevgililer gunu indirimi basladi 50ye varan indirimler icin tikla URL TOKEN googl izj2qw cikiswts yaz 3525e gonder mersis0212037036400019,1,tr
469,"height \oh shit....!!\"" situation: guy throws luv letter gal falls brothers head whos gay",0,en
470,urgent! please call 09061213237 landline. å£5000 cash luxury 4* canary islands holiday await collection. t&cs sae po box 177. m227xy. 150ppm. 16+,1,en
471,meet ì_ 5.. 4 depends ì_ wan 2 lor..,0,en
472,argh fuck nobody town ;_;,0,en
473,yeni ev mi?,0,tr
474,hotic'te net %60 yeni yil indirimi basladi. zamansiz urunlerde gecerli degildir. sms almamak icin hotic yazip 3172'ye gonderebilirsiniz. mersis:0464001939500012,1,tr
475,onur bi ara satış yaptı paraları dosyanın içine koydu bir hocanın tayt aldi parasını hallederiz dedi listenin altına telefonunu adını yazmıştı başka bir yok bildiğim kadarıyla,0,tr
476,u early?,0,en
477,"sorry, i'll call later. meeting sir.",0,en
478,bonus pulsa 10rb! ayo isi pulsa min. 5rb & dapetkan bonus pulsa 10rb utk nelp nmr tri! saja! ayo buruan isi pulsa! t530,1,id
